quiz_detail_id,category,year level,question,answer_1,answer_2,answer_3,answer_4,correct_answer,is_active,difficulty_level
96,General Mathematics,Senior (Grade 11-12),Find the range of the function f(x) = (x^2 + 5x + 4)/(x + 5),"y =  (-∞, 1] U [9, ∞)","y =  (-∞, -9] U [-1, ∞)","y =  (-∞, -1] U [9, ∞)","y =  (-∞, -9] U [1, ∞)","y =  (-∞, -9] U [-1, ∞)",1,Average
97,General Mathematics,Senior (Grade 11-12),Find the domain of the function f(x) = (x^2 + 25x + 74)/(x^2 + 23x -20),"x ϵ R|x ≠ {-5/7, 4}","x ϵ R|x ≠ {-4, 5/7}","x ϵ R|x ≠ {-7/5, 4}","x ϵ R|x ≠ {-4, 7/5}","x ϵ R|x ≠ {-4, 5/7}",1,Average
98,General Mathematics,Senior (Grade 11-12),Find the domain of the function f(x) = (x - 4)/(x -11),x ϵ R|x ≠ {11},x ϵ R|x ≠ {4},x ϵ R|x ≠ {-4},x ϵ R|x ≠ {-11},x ϵ R|x ≠ {11},1,Average
99,General Mathematics,Senior (Grade 11-12),Find the domain of the function f(x) = (x^2 - 1)/(x + 1),All real numbers,x ϵ R|x ≠ {-1},x ϵ R|x ≠ {0},x ϵ R|x ≠ {1},x ϵ R|x ≠ {-1},1,Average
100,General Mathematics,Senior (Grade 11-12),Find the domain of the function f(x) = x^2/(x3 + 8),x ϵ R|x ≠ {-4},x ϵ R|x ≠ {-2},x ϵ R|x ≠ {-8},x ϵ R|x ≠ {-6},x ϵ R|x ≠ {-2},1,Average
101,General Mathematics,Senior (Grade 11-12),Find the x and y intercepts of f(x) = -2/(x + 2)^2,"x-intercept: (-1/2, 0); y-intercept: none",x-intercept: none; y-intercept: none,"x-intercept: (0, -1/2); y-intercept: none","x-intercept: none; y-intercept: (0, -1/2)","x-intercept: none; y-intercept: (0, -1/2)",1,Difficult
102,General Mathematics,Senior (Grade 11-12),Find the x and y intercepts of f(x) = (3x^2 - 12)/x,x-intercept: none; y-intercept: none,"x-intercept: (-2, 0) & (2, 0); y-intercept: none","x-intercept: (-2, 0) & (2, 0); y-intercept: (0, 0)","x-intercept: none; y-intercept: (-2, 0) & (2, 0)","x-intercept: (-2, 0) & (2, 0); y-intercept: none",1,Difficult
103,General Mathematics,Senior (Grade 11-12),Find the x and y intercepts of f(x) = (x + 6)/9x - 3).,"x-intercept: (6, 0); y-intercept: (0, 2)","x-intercept: (2, 0); y-intercept: (0, 6)","x-intercept: (-2, 0); y-intercept: (0, -6)","x-intercept: (-6, 0); y-intercept: (0, -2)","x-intercept: (-6, 0); y-intercept: (0, -2)",1,Difficult
104,General Mathematics,Senior (Grade 11-12),Find the zero/s of f(x) = (x - 4)/(x^2 - 8).,-4,8,4,-8,4,1,Difficult
105,General Mathematics,Senior (Grade 11-12),Find the zero/s of f(x) = (3x^2 +  10x - 8)/(x^2 + 8x + 15)., -2/3 and 4, -4 and -2/3,4 and 2/3, -4 and 2/3, -4 and 2/3,1,Difficult
106,General Mathematics,Senior (Grade 11-12),Find the zero/s of f(x) = 5x/(x^3 - 27).,1/5,none,0,5,0,1,Difficult
107,General Mathematics,Senior (Grade 11-12),Determine the vertical asymptote of f(x) = (x^2 - 4)/(x^2 - 16).,x = 16,x = 8 and x = -8,x = -16,x = 4 and x = -4,x = 4 and x = -4,1,Difficult
108,General Mathematics,Senior (Grade 11-12),Determine the horizontal asymptote of f(x) = 100/(x^4 - 100).,y-axis,x-axis,x = 0,none,x-axis,1,Difficult
109,General Mathematics,Senior (Grade 11-12),Determine the horizontal asymptote of f(x) = (3x^2 - 2x + 1)/(x^2 + 4x + 5).,none,x-axis,y = -3,y = 3,y = 3,1,Difficult
110,General Mathematics,Senior (Grade 11-12),Determine the oblique asymptote of f(x) = (x^2 + 1)/(x + 1).,y = x2 + 1,y = x + 1,none,y = x - 1,y = x - 1,1,Difficult
111,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = 4/(x + 4)?,images/quizzes/GMathQSH011_01_opA.PNG,images/quizzes/GMathQSH011_01_opB.PNG,,,images/quizzes/GMathQSH011_01_opA.PNG,0,Difficult
112,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = (x - 5)/(x + 12)?,,images/quizzes/GMathQSH011_02_opB.PNG,images/quizzes/GMathQSH011_02_opA.PNG,,images/quizzes/GMathQSH011_02_opA.PNG,0,Difficult
113,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = 2/(x^2 - 9)?,,images/quizzes/GMathQSH011_03_opB.PNG,,images/quizzes/GMathQSH011_03_opA.PNG,images/quizzes/GMathQSH011_03_opA.PNG,0,Difficult
114,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = 2/(x^2 + 6x + 8)?,images/quizzes/GMathQSH011_04_opA.PNG,images/quizzes/GMathQSH011_04_opB.PNG,,,images/quizzes/GMathQSH011_04_opA.PNG,0,Difficult
115,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = (-x^2 + 8x - 16)/(x^2 + 4x + 4)?,,images/quizzes/GMathQSH011_05_opB.PNG,images/quizzes/GMathQSH011_05_opA.PNG,,images/quizzes/GMathQSH011_05_opB.PNG,0,Difficult
116,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = (x^3)/(x^2 - 1)?,,images/quizzes/GMathQSH011_06_opB.PNG,,images/quizzes/GMathQSH011_06_opA.PNG,images/quizzes/GMathQSH011_06_opB.PNG,0,Difficult
117,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = (x2 + 2x + 1)/(2x + 3)?,images/quizzes/GMathQSH011_07_opA.PNG,images/quizzes/GMathQSH011_07_opB.PNG,,,images/quizzes/GMathQSH011_07_opA.PNG,0,Difficult
118,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = (x2)/(4x - 2)?,,images/quizzes/GMathQSH011_08_opB.PNG,images/quizzes/GMathQSH011_08_opA.PNG,,images/quizzes/GMathQSH011_08_opA.PNG,0,Difficult
119,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = x/(x - 2)?,,images/quizzes/GMathQSH011_09_opB.PNG,,images/quizzes/GMathQSH011_09_opA.PNG,images/quizzes/GMathQSH011_09_opA.PNG,0,Difficult
120,General Mathematics,Senior (Grade 11-12),Which of the following is the graph of f(x) = 1/(x2)?,images/quizzes/GMathQSH011_10_opA.PNG,images/quizzes/GMathQSH011_10_opB.PNG,,,images/quizzes/GMathQSH011_10_opB.PNG,0,Difficult
121,General Mathematics,Senior (Grade 11-12),"Zeus and Romar, when working together, can finish repairing the computer in 6 hours. Working alone, Zeus will take thrice as long as Romar to finish repairing the computer. How long will Romar and Zeus each take to finish the job alone?",9 and 27,7 and 21,6 and 18,8 and 24,9 and 27,1,Difficult
122,General Mathematics,Senior (Grade 11-12),"The number of bulbs produced in a bulb factory is a function of time, t, in hours, and is modelled to be 3t^2 + 2t. At the same time, the number of defective bulb is 2t + 1. What is the percentage of defective bulbs after 3 hours?",0.2323,0.2121,0.2556,0.1818,0.2121,1,Difficult
123,General Mathematics,Senior (Grade 11-12),The ratio of female chicks in a poultry farm is the function f(x) = (x + 3)/(3x + 2) where x is the number of days after day zero. On what days will the ratio of females be less than 50%?,Day 4,Day 5,Day 8,Day 10,Day 4,1,Difficult
124,General Mathematics,Senior (Grade 11-12),"Alex can finish a certain job in 12 minutes. Millen and Josie can do the same job in 15 and 20 minutes, respectively. If they work together, how long will it take them to fish the job?",6 minutes,4 minutes,3 minutes,5 minutes,5 minutes,1,Difficult
125,General Mathematics,Senior (Grade 11-12),"A furniture company spent PHP 180,000 to design and develop its new couch model. The cost of manufacturing each chair is PHP 15,000. What is the average cost of 50 couches?","PHP 20,400","PHP 18,600","PHP 22,800","PHP 16,800","PHP 18,600",1,Difficult
126,General Mathematics,Senior (Grade 11-12),The concentration of a drug in the bloodstream is monitored as it is injected into a patient. The drug's concentration in mg/L after t hours is modeled by C(t) = 3t/(t^2 + 4),3/4,4/5,5/6,6/7,3/4,1,Difficult
127,General Mathematics,Senior (Grade 11-12),"When a new gadget is first introduced, the weekly sales generally increases rapidly for a period of time, and then begin to decrease. Suppose that the weekly sales S (in hundred units), t weeks after the gadget is introduced, is given by S(t) = 200t/(t^2 + 100). When will sales be 8 hundred units per week or more?",from 10th to 20th week?,from 5th to 15th week?,from 10th to 15th week?,from 5th to 20th week?,from 5th to 20th week?,1,Difficult
128,General Mathematics,Senior (Grade 11-12),Air freshener is sprayed in a room. The concentration in parts per million of the air freshener in the adjacent room t seconds after the spray is given approximately by C(t) = 0.12t/(t^2 + 2). When will the concentration of the air freshener molecules in the adjacent room be 0.04 parts per million or greater?,"[3,4] seconds","[2,3] seconds","[4,5] seconds","[1,2] seconds","[1,2] seconds",1,Difficult
129,General Mathematics,Senior (Grade 11-12),"A water supply pipe can fill a pool in 2 hours while the drain pipe will empty the same pool in 3 hours. If the water supply pipe is turned on and the drain pipe is left open, how long will it take to fill the pool?",Four hours,Five hours,Six hours,Seven hours,Six hours,1,Difficult
130,General Mathematics,Senior (Grade 11-12),"The amount of strong acid flowing into a mixer can be expressed as a function of time, t in hours, 4t. Water is also flowing inside the mixer, and its amount can be expressed as a function of time, t in hours, 5t + 9. At what time will the amount of acid is half of the amount of water?",3rd hour,1st hour,It won't happened,2nd hour,3rd hour,1,Difficult
131,General Mathematics,Senior (Grade 11-12),A one-to-one function is a type of function wherein there is exactly one output for every one input.,False. One-to-two,False. Function where there is two or more output.,False. Function where there is one output for two or more output.,TRUE,TRUE,1,Average
132,General Mathematics,Senior (Grade 11-12),Identify if the function f(x) = x^2 + 2,One-to-One,NOT One-to-One,One-to-two,Two-to-one,NOT One-to-One,1,Average
133,General Mathematics,Senior (Grade 11-12),Identify if the function f(x) = x^3 - 1,One-to-two,NOT One-to-One,One-to-One,Two-to-one,One-to-One,1,Average
134,General Mathematics,Senior (Grade 11-12),"Identify if the following ordered pairs is one-to-one function or not. {(0,1), (5,4), (11,6), (-4,1), (2,4)}",One-to-two,NOT One-to-One,Two-to-one,One-to-One,NOT One-to-One,1,Average
135,General Mathematics,Senior (Grade 11-12),"In the Philippines, an employee pays 33% tax deducted from salary. During the mid-year and end-of-year, companies distribute bonuses which are tax-free if not greater than 80,000 pesos. Express the take home pay of an employee after receiving a 50,00 pesos. Use x to represent the employee's salary.","f(x) = 33x + 50,000","f(x) = 0.67x + 50,000","f(x) = 0.33x + 50,000","f(x) = 0.67(x + 50,000)","f(x) = 0.67x + 50,000",1,Average
136,General Mathematics,Senior (Grade 11-12),"De Velez Manufacturing Corp. makes and sells wooden study tables. It costs 800 pesos to make one wooden table. The total overhead cost is 500 pesos per week and the selling price is 1,000 pesos. Express the weekly profit of the company as a function of the number of tables sold per week.",f(x) = 200x + 500,f(x) = 500x + 200,f(x) = 1800x + 500,f(x) = 200x - 500,f(x) = 200x - 500,1,Average
137,General Mathematics,Senior (Grade 11-12),"During a long weekend, Peter travelled north for a vacation. In going home, he rode a train for 2 hours and then a bus for 4 hours. Given that the train travelled 15 kilometers pe hour slower than the bus, express the total distance travelled by Peter as a function of the speed of the bus.",f(x) = 6x + 60,f(x) = 4x - 30,f(x) = 4x + 30,f(x) = 6x - 30,f(x) = 6x - 30,1,Average
138,General Mathematics,Senior (Grade 11-12),"In a basketball tournament, Randy scored 15 points in each of the first three games. In the remaining games, he scored a total of 60 points. Express his average score in all of the games. Let x be the total number of games Randy played.",f(x) = 75/(x + 3),f(x) = 105/(x + 3),f(x) = 105/x,f(x) = 75/x,f(x) = 105/(x + 3),1,Average
139,General Mathematics,Senior (Grade 11-12),"In a school, attendance is checked every morning. Initially, there are 7 girls and 5 boys. If 3 girls and 2 boys arrive every minute, express the ratio of boys to girls at any given minute.",f(x) = (5 + 2x)/(7 + 3x),f(x) = (7x + 3)/(5x + 2),f(x) = (5x + 2)/(7x + 3),f(x) = (7 + 3x)/(5 + 2x),f(x) = (5 + 2x)/(7 + 3x),1,Average
140,General Mathematics,Senior (Grade 11-12),"Robert is a math tutor. His payment package includes 200 pesos per hour for the first three hours and 150 pesos per hour on the succeeding hours. If his tutorial service has a minimum of three hour, express Robert's earnings as a function of time in hours.",f(x) = 350x - 450,f(x) = 200x - 3,f(x) = 150x + 150,f(x) = 150x,f(x) = 150x + 150,1,Average
141,General Mathematics,Senior (Grade 11-12),The domain of a one-to-one function is the range of its inverse function.,TRUE,FALSE. One-to-two,FALSE. direct function,The range of a one-to-one function is the domain of its inverse function.,TRUE,1,Average
142,General Mathematics,Senior (Grade 11-12),"For any algebraic function f(x) defined in the coordinate (x,y), there exists an inverse function f -1(x).",Maybe,FALSE,TRUE,Cannot be determined,FALSE,1,Average
143,General Mathematics,Senior (Grade 11-12),Arrange the steps in determining the inverse of one-to-one functions.,1: Replace f(x) with y; 2: Replace y with f ^-1 (x); 3: Solve for y; 4: Interchange x and y,1: Replace f(x) with y; 2: Interchange x and y; 3: Solve for y; 4: Replace y with f ^-1 (x),1: Replace y with f ^-1 (x); 2: Interchange x and y; 3: Solve for y; 4: Replace f(x) with y,1: Interchange x and y; 2: Replace f(x) with y; 3: Solve for y; 4: Replace y with f ^-1 (x),1: Replace f(x) with y; 2: Interchange x and y; 3: Solve for y; 4: Replace y with f ^-1 (x),1,Average
144,General Mathematics,Senior (Grade 11-12),Which of the following is the inverse of f(x) = x^3 + 1?,f^-1 (x) = 3√(x - 1),f^-1 (x) = 3√(x + 1),f^-1(x) = 3√x + 1,f^-1(x) = (3√x) - 1,f^-1 (x) = 3√(x - 1),1,Average
145,General Mathematics,Senior (Grade 11-12),Which of the following is the inverse of f(x) = 4x/(x + 5)?,f^-1 (x) = -(5x/(x - 4)),f^-1 (x) = 4x/(x - 5),f^-1 (x) = (x + 5)/4x,f^-1 (x) = (x + 4)/5x,f^-1 (x) = (x + 4)/5x,1,Average
146,General Mathematics,Senior (Grade 11-12),Which of the following is the inverse of f(x) = (x + 5)/(x - 4)?,f^-1 (x) = (x + 4)/(x - 5),f^-1 (x) = (4x - 5)/(x - 1),f^-1 (x) = (x - 4)/(x + 5),f^ -1 (x) = (4x - 5)/(x + 1),f^-1 (x) = (4x - 5)/(x - 1),1,Average
147,General Mathematics,Senior (Grade 11-12),Which of the following is the inverse of f(x) = x3 - 8?,f^-1 (x) = 3√(x - 8),f^-1 (x) = 3√x - 2,f^-1 (x) = 3√(x + 8),f^-1 (x) = 3√x + 2,f^-1 (x) = 3√(x + 8),1,Average
148,General Mathematics,Senior (Grade 11-12),Which of the following is the inverse of f(x) = 1/(2x + 1)?,f^-1 (x) = (x - 1)/2x,f^-1 (x) = 2x/(x - 1),f^-1 (x) = (1 - x)/2x,f^-1 (x) = 2x - 1,f^-1 (x) = (x - 1)/2x,1,Average
149,General Mathematics,Senior (Grade 11-12),Which of the following is the inverse of f(x) = (x - 3)/7?,f^-1 (x) = (x + 7)/3,f^-1 (x) = 7x/3,f^-1 (x) = (x - 3)/7,f^-1 (x) = (x + 3)/7,f^-1 (x) = (x + 7)/3,1,Average
150,General Mathematics,Senior (Grade 11-12),"For each one-to-one function, choose the corresponding inverse function.",f^-1 (x) = (1 - x)/2x,f^-1 (x) = (x - 2)/5,f^-1 (x) = (5 - x)/2,f^-1 (x) = 1/2x,NULL,0,Difficult
151,General Mathematics,Senior (Grade 11-12),Which of the following is the table of values of the inverse of f(x) = 2x?,,images/quizzes/GMathQSH015_01_opB.PNG,images/quizzes/GMathQSH015_01_opA.PNG,,images/quizzes/GMathQSH015_01_opB.PNG,0,Difficult
152,General Mathematics,Senior (Grade 11-12),Which of the following is the table of values of the inverse of f(x) = x + 4?,,images/quizzes/GMathQSH015_02_opB.PNG,,images/quizzes/GMathQSH015_02_opA.PNG,images/quizzes/GMathQSH015_02_opA.PNG,0,Difficult
153,General Mathematics,Senior (Grade 11-12),Which of the following is the table of values of the inverse of f(x) = 5x - 2?,images/quizzes/GMathQSH015_03_opA.PNG,images/quizzes/GMathQSH015_03_opB.PNG,,,images/quizzes/GMathQSH015_03_opB.PNG,0,Difficult
154,General Mathematics,Senior (Grade 11-12),Which of the following is the table of values of the inverse of f(x) = x3 - 1?,,images/quizzes/GMathQSH015_04_opB.PNG,images/quizzes/GMathQSH015_04_opA.PNG,,images/quizzes/GMathQSH015_04_opA.PNG,0,Difficult
155,General Mathematics,Senior (Grade 11-12),Which of the following is the table of values of the inverse of f(x) = (x + 2)/3?,,images/quizzes/GMathQSH015_05_opB.PNG,,images/quizzes/GMathQSH015_05_opA.PNG,images/quizzes/GMathQSH015_05_opA.PNG,0,Difficult
156,General Mathematics,Senior (Grade 11-12),Which of the following shows a graph of a function and its inverse?,images/quizzes/GMathQSH015_06_opA.PNG,images/quizzes/GMathQSH015_06_opB.PNG,,,images/quizzes/GMathQSH015_06_opA.PNG,0,Difficult
157,General Mathematics,Senior (Grade 11-12),Which of the following is true about the graph of a function and its inverse?,They are always symmetric with respect to the y-axis.,They are always symmetric with respect to the line y = x.,They are always parallel.,They always intersect with each other.,They are always symmetric with respect to the line y = x.,1,Average
158,General Mathematics,Senior (Grade 11-12),Which of the following shows a graph of a function and its inverse?,,images/quizzes/GMathQSH015_08_opB.PNG,,images/quizzes/GMathQSH015_08_opA.PNG,images/quizzes/GMathQSH015_08_opB.PNG,0,Average
159,General Mathematics,Senior (Grade 11-12),Which of the following shows a graph of a function and its inverse?,images/quizzes/GMathQSH015_09_opA.PNG,images/quizzes/GMathQSH015_09_opB.PNG,,,images/quizzes/GMathQSH015_09_opB.PNG,0,Average
160,General Mathematics,Senior (Grade 11-12),Which of the following shows a graph of a function and its inverse?,,images/quizzes/GMathQSH015_10_opB.PNG,images/quizzes/GMathQSH015_10_opA.PNG,,images/quizzes/GMathQSH015_10_opB.PNG,0,Average
161,General Mathematics,Senior (Grade 11-12),Find the domain of the inverse of f(x) = √(x - 1).,D f -1: {x|x ≥ 0},D f -1: {x|x ≤ 0},D f -1: {x|x ≥ 1},D f -1: {x|x ≤ 1},D f -1: {x|x ≥ 0},1,Average
162,General Mathematics,Senior (Grade 11-12),Find the range of the inverse of f(x) = √(x + 2).,R f -1: {y|y ≤ 2},R f -1: {y|y ≥ 2},R f -1: {y|y ≥ -2},R f -1: {y|y ≤ -2},R f -1: {y|y ≥ -2},1,Average
163,General Mathematics,Senior (Grade 11-12),Find the range of the inverse of f(x) = 1/(x + 5).,R f -1: {y|y ≠ -5},R f -1: {y|y ≥ 5},R f -1: {y|y ϵ R},R f -1: {y|y ≥ -5},R f -1: {y|y ≠ -5},1,Average
164,General Mathematics,Senior (Grade 11-12),Find the domain of the inverse of f(x) = 1/(x + 5).,D f -1: {x|x ≥ 0},D f -1: {x|x ≠ 0},D f -1: {x|x ≥ 1},D f -1: {x|x ≤ 1},D f -1: {x|x ≠ 0},1,Average
165,General Mathematics,Senior (Grade 11-12),"Find the range of the inverse of f(x) = x^2 - 1, x ≥ 1.",R f -1: {y|y ≥ 1},R f -1: {y|y ϵ R},R f -1: {y|y ≠ 1},R f -1: {y|y ≤ 1},R f -1: {y|y ≥ 1},1,Average
166,General Mathematics,Senior (Grade 11-12),"Find the domain of the inverse of f(x) = x^2 - 1, x ≥ 1.",D f -1: {x|x ≥ 1},D f -1: {x|x ≠ 0},D f -1: {x|x ≤ 1},D f -1: {x|x ≥ 0},D f -1: {x|x ≥ 0},1,Average
